"","va1","va2","va3"
"486","IRF1",0.18040575590986,"CHMP4A"
"487","IRF2",-0.232997761321037,"CHMP4A"
"488","NAIP",0.0724491296617356,"CHMP4A"
"489","NLRC4",0.16482581983466,"CHMP4A"
"490","NLRP1",0.0995336842147487,"CHMP4A"
"491","NLRP9",0.0262638493270521,"CHMP4A"
"492","TP53",0.158263138438419,"CHMP4A"
"493","TP63",-0.0496877922187284,"CHMP4A"
"494","ZBP1",0.231834657731344,"CHMP4A"
"495","AIM2",0.310224809964528,"CHMP4B"
"496","APIP",0.300421922432996,"CHMP4B"
"497","BAK1",0.697890284168208,"CHMP4B"
"498","BAX",0.699990047114512,"CHMP4B"
"499","CASP1",0.275193392985046,"CHMP4B"
"500","CASP3",0.375210405910834,"CHMP4B"
"501","CASP4",0.503859683889543,"CHMP4B"
"502","CASP5",0.365471669805522,"CHMP4B"
"503","CASP8",0.367566560109261,"CHMP4B"
"504","CHMP2A",0.483750051460165,"CHMP4B"
"505","CHMP2B",0.327209298199132,"CHMP4B"
"506","CHMP3",0.64210858940695,"CHMP4B"
"507","CHMP4A",0.467571861937373,"CHMP4B"
"508","CHMP4B",1,"CHMP4B"
"509","CHMP4C",0.444583172630452,"CHMP4B"
"510","CHMP6",0.409125207611641,"CHMP4B"
"511","CHMP7",0.368450394190527,"CHMP4B"
"512","CYCS",0.472423879104166,"CHMP4B"
"513","DHX9",0.397370649824047,"CHMP4B"
"514","ELANE",0.0633562121072515,"CHMP4B"
"515","GSDMA",0.348368283252571,"CHMP4B"
"516","GSDMB",0.185326088189685,"CHMP4B"
"517","GSDMC",0.219408848844632,"CHMP4B"
"518","GSDMD",0.371585787957047,"CHMP4B"
"519","GZMA",0.256479764133079,"CHMP4B"
"520","GZMB",0.266903827630906,"CHMP4B"
"521","IL18",0.451587958751845,"CHMP4B"
"522","IL1A",0.331899137237441,"CHMP4B"
"523","IL1B",0.216762930938864,"CHMP4B"
"524","IRF1",0.354279103358539,"CHMP4B"
"525","IRF2",0.0191875684093439,"CHMP4B"
"526","NAIP",0.278469741828765,"CHMP4B"
"527","NLRC4",0.319063051008309,"CHMP4B"
"528","NLRP1",0.207052432478674,"CHMP4B"
"529","NLRP9",0.121926950010173,"CHMP4B"
"530","TP53",0.289156694762657,"CHMP4B"
"531","TP63",0.0488526347219696,"CHMP4B"
"532","ZBP1",0.291330928440428,"CHMP4B"
"533","AIM2",0.0716172970500895,"CHMP4C"
"534","APIP",0.292764500713451,"CHMP4C"
"535","BAK1",0.550562199938308,"CHMP4C"
"536","BAX",0.427901322697623,"CHMP4C"
"537","CASP1",0.0554495552963476,"CHMP4C"
"538","CASP3",0.310570050518691,"CHMP4C"
"539","CASP4",0.365583147996671,"CHMP4C"
"540","CASP5",0.0955842811642508,"CHMP4C"
"541","CASP8",0.363903863433902,"CHMP4C"
"542","CHMP2A",0.186788371196556,"CHMP4C"
"543","CHMP2B",0.359436566873167,"CHMP4C"
"544","CHMP3",0.522154775361442,"CHMP4C"
"545","CHMP4A",0.149912080516546,"CHMP4C"
"546","CHMP4B",0.444583172630452,"CHMP4C"
"547","CHMP4C",1,"CHMP4C"
"548","CHMP6",0.222990125171324,"CHMP4C"
"549","CHMP7",0.123918168324771,"CHMP4C"
"550","CYCS",0.234713178696823,"CHMP4C"
"551","DHX9",0.416932212589559,"CHMP4C"
"552","ELANE",-0.0886580965839231,"CHMP4C"
"553","GSDMA",0.124998992696362,"CHMP4C"
"554","GSDMB",0.219156082704058,"CHMP4C"
"555","GSDMC",0.17100171155531,"CHMP4C"
"556","GSDMD",0.452430688810543,"CHMP4C"
"557","GZMA",0.0195936451643843,"CHMP4C"
"558","GZMB",0.0209561892655554,"CHMP4C"
"559","IL18",0.24375937237573,"CHMP4C"
"560","IL1A",0.257185368483894,"CHMP4C"
"561","IL1B",0.0490989139534522,"CHMP4C"
"562","IRF1",0.252714104035513,"CHMP4C"
"563","IRF2",0.0052796352408844,"CHMP4C"
"564","NAIP",0.168073704216093,"CHMP4C"
"565","NLRC4",0.0767607085569179,"CHMP4C"
"566","NLRP1",0.123734181607795,"CHMP4C"
"567","NLRP9",0.160895722605199,"CHMP4C"
"568","TP53",0.299475412477286,"CHMP4C"
"569","TP63",-0.00817895595831176,"CHMP4C"
"570","ZBP1",0.104780534678824,"CHMP4C"
"571","AIM2",-0.012182170143276,"CHMP6"
"572","APIP",0.269276273881133,"CHMP6"
"573","BAK1",0.330714975185784,"CHMP6"
"574","BAX",0.467276103998453,"CHMP6"
"575","CASP1",0.008513297890586,"CHMP6"
"576","CASP3",0.194177554817039,"CHMP6"
"577","CASP4",0.0638786486593098,"CHMP6"
"578","CASP5",0.0114234673034688,"CHMP6"
"579","CASP8",0.154451844130977,"CHMP6"
"580","CHMP2A",0.444650097369359,"CHMP6"
"581","CHMP2B",0.0196233378923952,"CHMP6"
"582","CHMP3",0.205112194454549,"CHMP6"
"583","CHMP4A",0.272701732787643,"CHMP6"
"584","CHMP4B",0.409125207611641,"CHMP6"
"585","CHMP4C",0.222990125171324,"CHMP6"
"586","CHMP6",1,"CHMP6"
"587","CHMP7",0.123843179021954,"CHMP6"
"588","CYCS",0.0278450845229749,"CHMP6"
"589","DHX9",0.185848800495892,"CHMP6"
"590","ELANE",-0.0572382254948186,"CHMP6"
"591","GSDMA",0.0352279951533749,"CHMP6"
"592","GSDMB",0.17536705857497,"CHMP6"
"593","GSDMC",0.0530615574967767,"CHMP6"
"594","GSDMD",0.452022718288654,"CHMP6"
"595","GZMA",0.00242478403645601,"CHMP6"
"596","GZMB",0.0267932470088397,"CHMP6"
"597","IL18",0.0106587998498073,"CHMP6"
"598","IL1A",0.0708824875327664,"CHMP6"
"599","IL1B",-0.136744625372058,"CHMP6"
"600","IRF1",0.0775411561174745,"CHMP6"
"601","IRF2",0.0205063463318426,"CHMP6"
"602","NAIP",-0.107815532941764,"CHMP6"
"603","NLRC4",-0.0510453821832615,"CHMP6"
"604","NLRP1",0.0298349491575748,"CHMP6"
"605","NLRP9",0.0313818989491451,"CHMP6"
"606","TP53",0.055490634631075,"CHMP6"
"607","TP63",0.109667179573734,"CHMP6"
"608","ZBP1",0.0623400499417122,"CHMP6"
"609","AIM2",0.296248795797839,"CHMP7"
"610","APIP",0.143694976688822,"CHMP7"
"611","BAK1",0.331870079386535,"CHMP7"
"612","BAX",0.233849769550762,"CHMP7"
"613","CASP1",0.243049109487148,"CHMP7"
"614","CASP3",0.32364321399474,"CHMP7"
"615","CASP4",0.289577233223217,"CHMP7"
"616","CASP5",0.255176337155333,"CHMP7"
"617","CASP8",0.344963713090186,"CHMP7"
"618","CHMP2A",0.0338405302969553,"CHMP7"
"619","CHMP2B",0.283508268920619,"CHMP7"
"620","CHMP3",0.478968526868228,"CHMP7"
"621","CHMP4A",0.118757269729796,"CHMP7"
"622","CHMP4B",0.368450394190527,"CHMP7"
"623","CHMP4C",0.123918168324771,"CHMP7"
"624","CHMP6",0.123843179021954,"CHMP7"
"625","CHMP7",1,"CHMP7"
"626","CYCS",0.235118720491941,"CHMP7"
"627","DHX9",0.37658029545734,"CHMP7"
"628","ELANE",-0.00420122379550538,"CHMP7"
"629","GSDMA",0.205411678809466,"CHMP7"
"630","GSDMB",-0.0175003439271075,"CHMP7"
"631","GSDMC",0.147536171941269,"CHMP7"
"632","GSDMD",-0.0379504666043652,"CHMP7"
"633","GZMA",0.171653480792525,"CHMP7"
"634","GZMB",0.210971058563458,"CHMP7"
"635","IL18",0.323590137760872,"CHMP7"
"636","IL1A",0.154155201500432,"CHMP7"
"637","IL1B",0.212540904248338,"CHMP7"
"638","IRF1",0.230772128369884,"CHMP7"
"639","IRF2",0.268115651890686,"CHMP7"
"640","NAIP",0.319769024079095,"CHMP7"
"641","NLRC4",0.344501728395377,"CHMP7"
"642","NLRP1",0.229444639326728,"CHMP7"
"643","NLRP9",0.0870324380148116,"CHMP7"
"644","TP53",0.245766768510596,"CHMP7"
"645","TP63",0.101769175405638,"CHMP7"
"646","ZBP1",0.247151825773938,"CHMP7"
"647","AIM2",0.0847102117178158,"CYCS"
"648","APIP",0.234956870209015,"CYCS"
"649","BAK1",0.540902503648288,"CYCS"
"650","BAX",0.283144358254699,"CYCS"
"651","CASP1",0.125286836231773,"CYCS"
"652","CASP3",0.224304290054955,"CYCS"
"653","CASP4",0.296798340048681,"CYCS"
"654","CASP5",0.19262756921075,"CYCS"
"655","CASP8",0.264089681467006,"CYCS"
"656","CHMP2A",0.308618429974479,"CYCS"
"657","CHMP2B",0.313278063816283,"CYCS"
"658","CHMP3",0.396499029102605,"CYCS"
"659","CHMP4A",0.232962760915802,"CYCS"
"660","CHMP4B",0.472423879104166,"CYCS"
"661","CHMP4C",0.234713178696823,"CYCS"
"662","CHMP6",0.0278450845229749,"CYCS"
"663","CHMP7",0.235118720491941,"CYCS"
"664","CYCS",1,"CYCS"
"665","DHX9",0.206795385284627,"CYCS"
"666","ELANE",-0.0086370084974639,"CYCS"
"667","GSDMA",0.13663795107572,"CYCS"
"668","GSDMB",0.0184382057383989,"CYCS"
"669","GSDMC",0.202664446269221,"CYCS"
"670","GSDMD",0.113403321635466,"CYCS"
"671","GZMA",0.0627528386724627,"CYCS"
"672","GZMB",0.0958665485185178,"CYCS"
"673","IL18",0.156643165279038,"CYCS"
"674","IL1A",0.115917956434855,"CYCS"
"675","IL1B",0.00120565144886884,"CYCS"
"676","IRF1",0.131873252691711,"CYCS"
"677","IRF2",-0.075395814110799,"CYCS"
"678","NAIP",0.195080051920463,"CYCS"
"679","NLRC4",0.169577047883615,"CYCS"
"680","NLRP1",0.0952250732338816,"CYCS"
"681","NLRP9",0.105803854662783,"CYCS"
"682","TP53",0.0170283335139211,"CYCS"
"683","TP63",-0.0653241859014904,"CYCS"
"684","ZBP1",0.0282611173269836,"CYCS"
"685","AIM2",0.208167047179933,"DHX9"
"686","APIP",0.620725428367284,"DHX9"
"687","BAK1",0.553654491559312,"DHX9"
"688","BAX",0.386843834868969,"DHX9"
"689","CASP1",0.15355577892453,"DHX9"
"690","CASP3",0.588213780801077,"DHX9"
"691","CASP4",0.241392526319524,"DHX9"
"692","CASP5",0.276393962050788,"DHX9"
"693","CASP8",0.634165592246319,"DHX9"
"694","CHMP2A",-0.136713197979589,"DHX9"
"695","CHMP2B",0.588770715228537,"DHX9"
"696","CHMP3",0.688191827569586,"DHX9"
"697","CHMP4A",-0.050696892960571,"DHX9"
"698","CHMP4B",0.397370649824047,"DHX9"
"699","CHMP4C",0.416932212589559,"DHX9"
"700","CHMP6",0.185848800495892,"DHX9"
"701","CHMP7",0.37658029545734,"DHX9"
"702","CYCS",0.206795385284627,"DHX9"
"703","DHX9",1,"DHX9"
"704","ELANE",0.0074293809128193,"DHX9"
"705","GSDMA",0.212688257045774,"DHX9"
"706","GSDMB",0.142722497764132,"DHX9"
"707","GSDMC",0.220555293148862,"DHX9"
"708","GSDMD",0.0599497754091596,"DHX9"
"709","GZMA",-0.0366225138278735,"DHX9"
"710","GZMB",0.0481899696784639,"DHX9"
"711","IL18",0.172534715754644,"DHX9"
"712","IL1A",0.254225658424603,"DHX9"
"713","IL1B",0.181194993616053,"DHX9"
"714","IRF1",0.191498747200343,"DHX9"
"715","IRF2",0.498340139139373,"DHX9"
"716","NAIP",0.370959237037582,"DHX9"
"717","NLRC4",0.263764234042677,"DHX9"
"718","NLRP1",0.253831667796995,"DHX9"
"719","NLRP9",0.183597603410947,"DHX9"
"720","TP53",0.425340546929801,"DHX9"
"721","TP63",0.178043330083524,"DHX9"
"722","ZBP1",0.162450849181532,"DHX9"
"723","AIM2",0.0839717998382358,"ELANE"
"724","APIP",-0.000530827761437769,"ELANE"
"725","BAK1",-0.026806868361183,"ELANE"
"726","BAX",-0.0211100874400804,"ELANE"
"727","CASP1",0.197179584128363,"ELANE"
"728","CASP3",0.104876787219997,"ELANE"
"729","CASP4",0.0493944228771889,"ELANE"
"730","CASP5",0.0514794941438679,"ELANE"
"731","CASP8",-0.0105683453429376,"ELANE"
"732","CHMP2A",-0.0575224171271041,"ELANE"
"733","CHMP2B",0.00841556074678668,"ELANE"
"734","CHMP3",0.0395311128623861,"ELANE"
"735","CHMP4A",-0.0316014441909286,"ELANE"
"736","CHMP4B",0.0633562121072515,"ELANE"
"737","CHMP4C",-0.0886580965839231,"ELANE"
"738","CHMP6",-0.0572382254948186,"ELANE"
"739","CHMP7",-0.00420122379550538,"ELANE"
"740","CYCS",-0.0086370084974639,"ELANE"
"741","DHX9",0.0074293809128193,"ELANE"
"742","ELANE",1,"ELANE"
"743","GSDMA",0.109018982512094,"ELANE"
"744","GSDMB",-0.0109294022419194,"ELANE"
"745","GSDMC",0.0943058855696965,"ELANE"
"746","GSDMD",-0.0703068644126176,"ELANE"
"747","GZMA",0.154700377684167,"ELANE"
"748","GZMB",0.0227895000503418,"ELANE"
"749","IL18",0.0839949711952088,"ELANE"
"750","IL1A",0.0293665278950212,"ELANE"
"751","IL1B",0.112983133553353,"ELANE"
"752","IRF1",0.0582896018366247,"ELANE"
"753","IRF2",0.176799375664237,"ELANE"
"754","NAIP",0.071278228364161,"ELANE"
"755","NLRC4",0.0737136837472632,"ELANE"
"756","NLRP1",0.0613160014701503,"ELANE"
"757","NLRP9",0.0208613759496876,"ELANE"
"758","TP53",-0.00273350134897416,"ELANE"
"759","TP63",0.031707146731803,"ELANE"
"760","ZBP1",0.104628378794693,"ELANE"
"761","AIM2",0.630368113180146,"GSDMA"
"762","APIP",0.157409541740553,"GSDMA"
"763","BAK1",0.35043875139449,"GSDMA"
"764","BAX",0.266992754456811,"GSDMA"
"765","CASP1",0.53386152306017,"GSDMA"
"766","CASP3",0.30686874238685,"GSDMA"
"767","CASP4",0.412559341646642,"GSDMA"
"768","CASP5",0.623058788588786,"GSDMA"
"769","CASP8",0.287017560508016,"GSDMA"
"770","CHMP2A",0.0107819469323021,"GSDMA"
"771","CHMP2B",0.283512692193797,"GSDMA"
"772","CHMP3",0.34034195473044,"GSDMA"
"773","CHMP4A",0.146696546915097,"GSDMA"
"774","CHMP4B",0.348368283252571,"GSDMA"
"775","CHMP4C",0.124998992696362,"GSDMA"
"776","CHMP6",0.0352279951533749,"GSDMA"
"777","CHMP7",0.205411678809466,"GSDMA"
"778","CYCS",0.13663795107572,"GSDMA"
"779","DHX9",0.212688257045774,"GSDMA"
"780","ELANE",0.109018982512094,"GSDMA"
"781","GSDMA",1,"GSDMA"
"782","GSDMB",0.145579051539518,"GSDMA"
"783","GSDMC",0.294563708287425,"GSDMA"
"784","GSDMD",0.0925521760600709,"GSDMA"
"785","GZMA",0.474748412300651,"GSDMA"
"786","GZMB",0.441796427325832,"GSDMA"
"787","IL18",0.505575024597768,"GSDMA"
"788","IL1A",0.242039823905595,"GSDMA"
"789","IL1B",0.43287702444532,"GSDMA"
"790","IRF1",0.402496750474747,"GSDMA"
"791","IRF2",0.256156238629934,"GSDMA"
"792","NAIP",0.413843851304453,"GSDMA"
"793","NLRC4",0.582187087473913,"GSDMA"
"794","NLRP1",0.312223008385944,"GSDMA"
"795","NLRP9",-0.00676310059901523,"GSDMA"
"796","TP53",0.249941688470897,"GSDMA"
"797","TP63",0.0953969640259839,"GSDMA"
"798","ZBP1",0.524086476957882,"GSDMA"
"799","AIM2",0.0600646333901065,"GSDMB"
"800","APIP",0.184896250132378,"GSDMB"
"801","BAK1",0.156615533275993,"GSDMB"
"802","BAX",0.247260342937461,"GSDMB"
"803","CASP1",0.0570316422401388,"GSDMB"
"804","CASP3",0.193840665457112,"GSDMB"
"805","CASP4",0.093707041557945,"GSDMB"
"806","CASP5",0.0700044020918095,"GSDMB"
"807","CASP8",0.36852431915345,"GSDMB"
"808","CHMP2A",0.165929130774285,"GSDMB"
"809","CHMP2B",0.0196357247063894,"GSDMB"
"810","CHMP3",0.0624179995305776,"GSDMB"
"811","CHMP4A",0.245290107660345,"GSDMB"
"812","CHMP4B",0.185326088189685,"GSDMB"
"813","CHMP4C",0.219156082704058,"GSDMB"
"814","CHMP6",0.17536705857497,"GSDMB"
"815","CHMP7",-0.0175003439271075,"GSDMB"
"816","CYCS",0.0184382057383989,"GSDMB"
"817","DHX9",0.142722497764132,"GSDMB"
"818","ELANE",-0.0109294022419194,"GSDMB"
"819","GSDMA",0.145579051539518,"GSDMB"
"820","GSDMB",1,"GSDMB"
"821","GSDMC",0.0159514061201798,"GSDMB"
"822","GSDMD",0.171707826518525,"GSDMB"
"823","GZMA",0.0479343531898491,"GSDMB"
"824","GZMB",0.0390992494594295,"GSDMB"
"825","IL18",0.0883757260299956,"GSDMB"
"826","IL1A",0.161453546949471,"GSDMB"
"827","IL1B",-0.0477849341857709,"GSDMB"
"828","IRF1",0.134177362601975,"GSDMB"
"829","IRF2",0.0379058418118691,"GSDMB"
"830","NAIP",0.101252157823509,"GSDMB"
"831","NLRC4",0.0466942574249022,"GSDMB"
"832","NLRP1",0.294943043425503,"GSDMB"
"833","NLRP9",0.0700175903925854,"GSDMB"
"834","TP53",0.0449335138680026,"GSDMB"
"835","TP63",-0.0380094350161666,"GSDMB"
"836","ZBP1",0.127769269717551,"GSDMB"
"837","AIM2",0.229626038664558,"GSDMC"
"838","APIP",0.267289210166085,"GSDMC"
"839","BAK1",0.29736183017284,"GSDMC"
"840","BAX",0.196653341821282,"GSDMC"
"841","CASP1",0.273794243635868,"GSDMC"
"842","CASP3",0.279442293920689,"GSDMC"
"843","CASP4",0.210674666463537,"GSDMC"
"844","CASP5",0.218379557836826,"GSDMC"
"845","CASP8",0.309687183071489,"GSDMC"
"846","CHMP2A",0.0590902704324658,"GSDMC"
"847","CHMP2B",0.240389781337605,"GSDMC"
"848","CHMP3",0.293406134417584,"GSDMC"
"849","CHMP4A",-0.011698802946182,"GSDMC"
"850","CHMP4B",0.219408848844632,"GSDMC"
"851","CHMP4C",0.17100171155531,"GSDMC"
"852","CHMP6",0.0530615574967767,"GSDMC"
"853","CHMP7",0.147536171941269,"GSDMC"
"854","CYCS",0.202664446269221,"GSDMC"
"855","DHX9",0.220555293148862,"GSDMC"
"856","ELANE",0.0943058855696965,"GSDMC"
"857","GSDMA",0.294563708287425,"GSDMC"
"858","GSDMB",0.0159514061201798,"GSDMC"
"859","GSDMC",1,"GSDMC"
"860","GSDMD",0.0947101071284233,"GSDMC"
"861","GZMA",0.0627571830980092,"GSDMC"
"862","GZMB",0.0596115119679272,"GSDMC"
"863","IL18",0.209559994871455,"GSDMC"
"864","IL1A",0.192521133311925,"GSDMC"
"865","IL1B",0.111420514794307,"GSDMC"
"866","IRF1",0.146887385267405,"GSDMC"
"867","IRF2",0.200055295965712,"GSDMC"
"868","NAIP",0.180521046115529,"GSDMC"
"869","NLRC4",0.184898511325646,"GSDMC"
"870","NLRP1",0.242160356770342,"GSDMC"
"871","NLRP9",0.13857087383198,"GSDMC"
"872","TP53",0.106001178618693,"GSDMC"
"873","TP63",0.127717285255319,"GSDMC"
"874","ZBP1",0.0872333051353989,"GSDMC"
"875","AIM2",0.123402388045181,"GSDMD"
"876","APIP",0.183430919113733,"GSDMD"
"877","BAK1",0.331499047249452,"GSDMD"
"878","BAX",0.545964881050221,"GSDMD"
"879","CASP1",0.0906271571520846,"GSDMD"
"880","CASP3",0.108830719743727,"GSDMD"
"881","CASP4",0.176736815915356,"GSDMD"
"882","CASP5",0.126707964992654,"GSDMD"
"883","CASP8",0.0518040269504007,"GSDMD"
"884","CHMP2A",0.495175665246348,"GSDMD"
"885","CHMP2B",-0.0230101136200937,"GSDMD"
"886","CHMP3",0.109997030040989,"GSDMD"
"887","CHMP4A",0.306195737443494,"GSDMD"
"888","CHMP4B",0.371585787957047,"GSDMD"
"889","CHMP4C",0.452430688810543,"GSDMD"
"890","CHMP6",0.452022718288654,"GSDMD"
"891","CHMP7",-0.0379504666043652,"GSDMD"
"892","CYCS",0.113403321635466,"GSDMD"
"893","DHX9",0.0599497754091596,"GSDMD"
"894","ELANE",-0.0703068644126176,"GSDMD"
"895","GSDMA",0.0925521760600709,"GSDMD"
"896","GSDMB",0.171707826518525,"GSDMD"
"897","GSDMC",0.0947101071284233,"GSDMD"
"898","GSDMD",1,"GSDMD"
"899","GZMA",0.164837309704813,"GSDMD"
"900","GZMB",0.172359893240192,"GSDMD"
"901","IL18",0.109100471355835,"GSDMD"
"902","IL1A",0.074656339126507,"GSDMD"
"903","IL1B",-0.0922457847428693,"GSDMD"
"904","IRF1",0.231063352046666,"GSDMD"
"905","IRF2",-0.211874740055902,"GSDMD"
"906","NAIP",-0.0865497735868808,"GSDMD"
"907","NLRC4",0.00959220947197954,"GSDMD"
"908","NLRP1",0.0804036212131261,"GSDMD"
"909","NLRP9",0.0905365982694242,"GSDMD"
"910","TP53",0.141754470885397,"GSDMD"
"911","TP63",0.0289916724937872,"GSDMD"
"912","ZBP1",0.15558270771113,"GSDMD"
"913","AIM2",0.713089124547949,"GZMA"
"914","APIP",-0.0444217438996452,"GZMA"
"915","BAK1",0.190981547684582,"GZMA"
"916","BAX",0.238445826306134,"GZMA"
"917","CASP1",0.698125529814888,"GZMA"
"918","CASP3",0.205826166635858,"GZMA"
"919","CASP4",0.424814076257709,"GZMA"
"920","CASP5",0.518314345406198,"GZMA"
"921","CASP8",0.119257170481014,"GZMA"
"922","CHMP2A",0.117501867191843,"GZMA"
"923","CHMP2B",0.112443819734778,"GZMA"
"924","CHMP3",0.147845929684454,"GZMA"
"925","CHMP4A",0.285249946589361,"GZMA"
"926","CHMP4B",0.256479764133079,"GZMA"
"927","CHMP4C",0.0195936451643843,"GZMA"
"928","CHMP6",0.00242478403645601,"GZMA"
"929","CHMP7",0.171653480792525,"GZMA"
"930","CYCS",0.0627528386724627,"GZMA"
"931","DHX9",-0.0366225138278735,"GZMA"
"932","ELANE",0.154700377684167,"GZMA"
"933","GSDMA",0.474748412300651,"GZMA"
"934","GSDMB",0.0479343531898491,"GZMA"
"935","GSDMC",0.0627571830980092,"GZMA"
"936","GSDMD",0.164837309704813,"GZMA"
"937","GZMA",1,"GZMA"
"938","GZMB",0.771464821721958,"GZMA"
"939","IL18",0.59703683386587,"GZMA"
"940","IL1A",0.157807434847215,"GZMA"
"941","IL1B",0.405967492801648,"GZMA"
"942","IRF1",0.590215203173813,"GZMA"
"943","IRF2",0.184156287440955,"GZMA"
"944","NAIP",0.348518452211209,"GZMA"
"945","NLRC4",0.601658099034727,"GZMA"
"946","NLRP1",0.320404520564805,"GZMA"
"947","NLRP9",-0.0725204217049366,"GZMA"
"948","TP53",0.202096566686298,"GZMA"
"949","TP63",0.0516624367075631,"GZMA"
"950","ZBP1",0.7462343688543,"GZMA"
"951","AIM2",0.687014340900822,"GZMB"
"952","APIP",0.0483345830847067,"GZMB"
"953","BAK1",0.224189241870906,"GZMB"
"954","BAX",0.247346501848676,"GZMB"
"955","CASP1",0.529420154222061,"GZMB"
"956","CASP3",0.130687725918725,"GZMB"
"957","CASP4",0.361016776326761,"GZMB"
"958","CASP5",0.588512375179024,"GZMB"
"959","CASP8",0.117439655010105,"GZMB"
"960","CHMP2A",0.105898125365154,"GZMB"
"961","CHMP2B",0.0866579660373589,"GZMB"
"962","CHMP3",0.116356084902647,"GZMB"
"963","CHMP4A",0.242914677229856,"GZMB"
"964","CHMP4B",0.266903827630906,"GZMB"
"965","CHMP4C",0.0209561892655554,"GZMB"
